product_name,price,source,product_url,image_url
Apple MacBook Air MJVG2HN/A 13-inch Laptop (Core i5/4GB/256GB/OS X Yosemite/Intel HD 6000),"Rs. 86,900",amazon.in,https://www.amazon.in/Apple-MacBook-MJVG2HN-13-inch-Yosemite/dp/B00VBI1JPA/ref=sr_1_33?ie=UTF8&qid=1532870468&sr=8-33&keywords=macbookair,https://images-eu.ssl-images-amazon.com/images/I/41mqeDjIyQL._AC_US218_.jpg
Apple MacBook Air MJVE2HN/A 13-inch Laptop (Core i5/4GB/128GB/OS X Yosemite/Intel HD 6000),"Rs. 72,900",amazon.in,https://www.amazon.in/Apple-MacBook-MJVE2HN-13-inch-Yosemite/dp/B00VBHQU78/ref=sr_1_34?ie=UTF8&qid=1532870468&sr=8-34&keywords=macbookair,https://images-eu.ssl-images-amazon.com/images/I/41LC4B5SISL._AC_US218_.jpg
"Portronics POR-835""My Buddy Lite"" Foldable Laptop Stand (Silver)","Rs. 1,060",amazon.in,/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_2?ie=UTF8&adId=A0204529KDIZ5CNBZ0NC&url=https%3A%2F%2Fwww.amazon.in%2FPortronics-POR-835-Foldable-Laptop-Silver%2Fdp%2FB0797TQFPB%2Fref%3Dsr_1_35_sspa%3Fie%3DUTF8%26qid%3D1532870468%26sr%3D8-35-spons%26keywords%3Dmacbookair%26psc%3D1&qualifier=1532870468&id=2017214861182187&widgetName=sp_btf,https://images-eu.ssl-images-amazon.com/images/I/41tMj0MJzML._AC_US218_.jpg
Gray Sleeve For MacBook Air 11 Inches by Robobull,"Rs. 2,999",amazon.in,/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A015593226VPIOSQXFM5D&url=https%3A%2F%2Fwww.amazon.in%2FGray-Sleeve-MacBook-Inches-Robobull%2Fdp%2FB07BWJ3JDL%2Fref%3Dsr_1_36_sspa%3Fie%3DUTF8%26qid%3D1532870468%26sr%3D8-36-spons%26keywords%3Dmacbookair%26psc%3D1&qualifier=1532870468&id=2017214861182187&widgetName=sp_btf,https://images-eu.ssl-images-amazon.com/images/I/41sIlwieIpL._AC_US218_.jpg
Gray Sleeve For MacBook Air 13 Inches by Robobull,"Rs. 2,999",amazon.in,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A01562442RMRSV6RXSGC3&url=https%3A%2F%2Fwww.amazon.in%2FGray-Sleeve-MacBook-Inches-Robobull%2Fdp%2FB07CDQPWL4%2Fref%3Dsr_1_33_sspa%3Fie%3DUTF8%26qid%3D1532870469%26sr%3D8-33-spons%26keywords%3Dmacbookair%26psc%3D1&qualifier=1532870469&id=5704254783811183&widgetName=sp_atf_next,https://images-eu.ssl-images-amazon.com/images/I/41sIlwieIpL._AC_US218_.jpg
Urban Tribe Dk. Grey Melange Laptop Messenger Bag (Smart Shell),Rs. 739,amazon.in,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_2?ie=UTF8&adId=A09027113FJ4F5G5F2PLJ&url=https%3A%2F%2Fwww.amazon.in%2FUrban-Tribe-Messenger-Smart-Shell%2Fdp%2FB074P4M8Q6%2Fref%3Dsr_1_34_sspa%3Fie%3DUTF8%26qid%3D1532870469%26sr%3D8-34-spons%26keywords%3Dmacbookair%26psc%3D1&qualifier=1532870469&id=5704254783811183&widgetName=sp_atf_next,https://images-eu.ssl-images-amazon.com/images/I/513-wVE3ngL._AC_US218_.jpg
Apple Mac Pro: 3.0GHz 8-Core Intel Xeon E5 (MQGG2HN/A),"Rs. 3,04,800",amazon.in,https://www.amazon.in/Apple-Mac-Pro-3-0GHz-MQGG2HN/dp/B073Y97WQW/ref=sr_1_35?ie=UTF8&qid=1532870469&sr=8-35&keywords=macbookair,https://images-eu.ssl-images-amazon.com/images/I/314mjuudkML._AC_US218_.jpg
Kuzy 13-inch Rubberized Hard Case See-through Cover for New Apple MacBook Air 13.3-inch (Blue),"Rs. 2,499",amazon.in,https://www.amazon.in/Kuzy-13-inch-Rubberized-See-through-13-3-inch/dp/B007K09CIE/ref=sr_1_36?ie=UTF8&qid=1532870469&sr=8-36&keywords=macbookair,https://images-eu.ssl-images-amazon.com/images/I/31nNL5TWj2L._AC_US218_.jpg
Leaderachi Hunter Leather Crossbody Messenger Bag,"Rs. 3,599",amazon.in,https://www.amazon.in/Leaderachi-Hunter-Leather-Crossbody-Messenger/dp/B00W97CMK8/ref=sr_1_37?ie=UTF8&qid=1532870469&sr=8-37&keywords=macbookair,https://images-eu.ssl-images-amazon.com/images/I/41CNZZIBoML._AC_US218_.jpg
Brain Freezer Germany Flag Printed Design Hard Cover Case laptop Case For Macbook air 13 inch + keyboard cover + Dust plugs,Rs. 990,amazon.in,https://www.amazon.in/Brain-Freezer-Germany-Printed-keyboard/dp/B073VP5T6B/ref=sr_1_38?ie=UTF8&qid=1532870469&sr=8-38&keywords=macbookair,https://images-eu.ssl-images-amazon.com/images/I/41QGn6mJm7L._AC_US218_.jpg
"RAS Frosted Finish Red Case for Macbook Air 13"" for Model A1369 & A1466",Rs. 999,amazon.in,https://www.amazon.in/RAS-Frosted-Finish-Macbook-Model/dp/B06Y2XSJZJ/ref=sr_1_39?ie=UTF8&qid=1532870469&sr=8-39&keywords=macbookair,https://images-eu.ssl-images-amazon.com/images/I/31Iux0U-bjL._AC_US218_.jpg
Snoogg Abstract Black Pattern Design 13 Inch Laptop Case Flip Sleeve Bag Computer Cover,Rs. 545,amazon.in,https://www.amazon.in/Snoogg-Abstract-Pattern-Design-Computer/dp/B06Y4PF2MD/ref=sr_1_40?ie=UTF8&qid=1532870469&sr=8-40&keywords=macbookair,https://images-eu.ssl-images-amazon.com/images/I/41BjP-UFFZL._AC_US218_.jpg
Btindi Hard Matte Rubberised Case for Macbook Pro Retina 13.3 -Blue,Rs. 790,amazon.in,https://www.amazon.in/Btindi-Matte-Rubberised-Macbook-Retina/dp/B00VEAA2TY/ref=sr_1_41?ie=UTF8&qid=1532870469&sr=8-41&keywords=macbookair,https://images-eu.ssl-images-amazon.com/images/I/31xHL0y7y4L._AC_US218_.jpg
Laptop Stand-Aluminum Adjustable Portable for Laptop/Notebook/ipad/Macbook,Rs. 699,amazon.in,https://www.amazon.in/Stand-Aluminum-Adjustable-Portable-Notebook-Macbook/dp/B0716LHGRB/ref=sr_1_42?ie=UTF8&qid=1532870469&sr=8-42&keywords=macbookair,https://images-eu.ssl-images-amazon.com/images/I/41ZIc5j23+L._AC_US218_.jpg
Saco Ultra Clear Top Guard for Apple MacBook Air MJVE2HN/A 13-inch Laptop,Rs. 435,amazon.in,https://www.amazon.in/Saco-MacBook-MJVE2HN-13-inch-Laptop/dp/B017M87G7M/ref=sr_1_43?ie=UTF8&qid=1532870469&sr=8-43&keywords=macbookair,https://images-eu.ssl-images-amazon.com/images/I/31q6kvUWJuL._AC_US218_.jpg
Microware Wired Optical 3 Button Car Shaped PC Mouse with Scrollwheel and LED Lights,Rs. 599,amazon.in,https://www.amazon.in/Microware-Optical-Button-Shaped-Scrollwheel/dp/B07BTZLN9X/ref=sr_1_44?ie=UTF8&qid=1532870469&sr=8-44&keywords=macbookair,https://images-eu.ssl-images-amazon.com/images/I/41LMJAdQCiL._AC_US218_.jpg
Snoogg Scooter Rains 13 inch Laptop Case Flip Sleeve Bag Computer Cover,Rs. 545,amazon.in,https://www.amazon.in/Snoogg-Scooter-Laptop-Sleeve-Computer/dp/B06Y4LZXYJ/ref=sr_1_45?ie=UTF8&qid=1532870469&sr=8-45&keywords=macbookair,https://images-eu.ssl-images-amazon.com/images/I/51z-IEUtqNL._AC_US218_.jpg
Snoogg Grey Light Pattern Design 13 Inch Laptop Case Flip Sleeve Bag Computer Cover,Rs. 545,amazon.in,https://www.amazon.in/Snoogg-Pattern-Design-Laptop-Computer/dp/B06Y4SNPVT/ref=sr_1_46?ie=UTF8&qid=1532870469&sr=8-46&keywords=macbookair,https://images-eu.ssl-images-amazon.com/images/I/51FYvRkcjxL._AC_US218_.jpg
Case Logic Sleeve with Retina Display for 13.3-Inch Laptops and MacBook Air/MacBook Pro - Purple (LAPS-113Purple),"Rs. 1,808.73",amazon.in,https://www.amazon.in/Case-Logic-Display-13-3-Inch-Laptops/dp/B00BCMIM8C/ref=sr_1_47?ie=UTF8&qid=1532870469&sr=8-47&keywords=macbookair,https://images-eu.ssl-images-amazon.com/images/I/51dyDopnEvL._AC_US218_.jpg
GADGETS WRAP Apple Macbook Air 13 inch Printed Skin for Top Only - WALKING SACRED ELEPHANT PATTERN,"Rs. 1,000",amazon.in,https://www.amazon.in/GADGETS-WRAP-Apple-Macbook-Printed/dp/B078GKNSQZ/ref=sr_1_48?ie=UTF8&qid=1532870469&sr=8-48&keywords=macbookair,https://images-eu.ssl-images-amazon.com/images/I/61ew8dWHq7L._AC_US218_.jpg
Snoogg Locked Hearts 13 inch Laptop Case Flip Sleeve Bag Computer Cover,Rs. 599,amazon.in,https://www.amazon.in/Snoogg-Locked-Hearts-Laptop-Computer/dp/B06Y4C876M/ref=sr_1_49?ie=UTF8&qid=1532870469&sr=8-49&keywords=macbookair,https://images-eu.ssl-images-amazon.com/images/I/41AnxUDekEL._AC_US218_.jpg
Kmltail 13.3 inch Laptop Bag Sleeve for Apple MacBook Air MQD32HN/A 13.3-inch Laptop 2017 Messenger Style Slim Sleek Best Quality Convertible to Vertical Horizontal backpack. Cool Cute Designer Rugged Light Weight Travel for Boys Men Girl Women,Rs. 350,amazon.in,https://www.amazon.in/13-3-inch-Messenger-Convertible-Horizontal-backpack/dp/B0745CVCWG/ref=sr_1_50?ie=UTF8&qid=1532870469&sr=8-50&keywords=macbookair,https://images-eu.ssl-images-amazon.com/images/I/4144Nq+aAML._AC_US218_.jpg
"Tizum RouTou Series Bumper Sleeve Maximum Impact Protection Laptop Sleeve Case 13.3"" Apple MacBook (Black)","Rs. 1,699",amazon.in,/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_2?ie=UTF8&adId=A07564662V5QD05JIDZJX&url=https%3A%2F%2Fwww.amazon.in%2FRouTou-Bumper-Maximum-Protection-MacBook%2Fdp%2FB01MRLR7I2%2Fref%3Dsr_1_51_sspa%3Fie%3DUTF8%26qid%3D1532870469%26sr%3D8-51-spons%26keywords%3Dmacbookair%26psc%3D1&qualifier=1532870469&id=5704254783811183&widgetName=sp_btf,https://images-eu.ssl-images-amazon.com/images/I/51okcYZ71kL._AC_US218_.jpg
Scarters Premium Splash-proof Canvas Jet Black Messenger Bag with Faux Leather Styling for up to 14 inch Laptop/MacBook: The Retro,"Rs. 3,777",amazon.in,/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A05141913U43DJ94XV4KZ&url=https%3A%2F%2Fwww.amazon.in%2FScarters-Premium-Splash-proof-Messenger-Leather%2Fdp%2FB078X8TWYP%2Fref%3Dsr_1_52_sspa%3Fie%3DUTF8%26qid%3D1532870469%26sr%3D8-52-spons%26keywords%3Dmacbookair%26psc%3D1&qualifier=1532870469&id=5704254783811183&widgetName=sp_btf,https://images-eu.ssl-images-amazon.com/images/I/41s3jKWI7HL._AC_US218_.jpg
Germany Flag Design Laptop Cover For MacBook Air 13 Inch + Keyboard+ Dust Plugs,Rs. 990.00,ebay.in,https://www.ebay.in/itm/Germany-Flag-Design-Laptop-Cover-For-MacBook-Air-13-Inch-Keyboard-Dust-Plugs/322682590173?hash=item4b216193dd:g:M8sAAOSwGzxZhFkh,https://i.ebayimg.com/thumbs/images/g/M8sAAOSwGzxZhFkh/s-l225.jpg
Grain Wood Design Laptop Case For MacBook Air13 Inch+ Keyboard+ Dust Plugs Brown,Rs. 990.00,ebay.in,https://www.ebay.in/itm/Grain-Wood-Design-Laptop-Case-For-MacBook-Air13-Inch-Keyboard-Dust-Plugs-Brown/222633861148?hash=item33d603201c:g:i4wAAOSwqklZhFlD,https://i.ebayimg.com/thumbs/images/g/i4wAAOSwqklZhFlD/s-l225.jpg
Jeans Cowboy Design Laptop For MacBook Air13Inch+ Keyboard+ DustPlugs Light Pink,Rs. 990.00,ebay.in,https://www.ebay.in/itm/Jeans-Cowboy-Design-Laptop-For-MacBook-Air13Inch-Keyboard-DustPlugs-Light-Pink/222624503477?hash=item33d57456b5:g:BvIAAOSwxbJZhFoh,https://i.ebayimg.com/thumbs/images/g/BvIAAOSwxbJZhFoh/s-l225.jpg
"BASEQI aluminum microSD Adapter for MacBook Air 13"" and MacBook Pro 13""/15"" (Non","Rs. 5,146.00",ebay.in,https://www.ebay.in/itm/BASEQI-aluminum-microSD-Adapter-for-MacBook-Air-13-and-MacBook-Pro-13-15-Non/322773761075?hash=item4b26d0bc33:g:miAAAOSwsm1Zxiq2,https://i.ebayimg.com/thumbs/images/g/miAAAOSwsm1Zxiq2/s-l225.jpg
"QNINE 5 Sets Replacement Screws for Macbook Air 13 inch A1369 A1466 2010-2017, 5","Rs. 3,269.00",ebay.in,https://www.ebay.in/itm/QNINE-5-Sets-Replacement-Screws-for-Macbook-Air-13-inch-A1369-A1466-2010-2017-5/323232797654?hash=item4b422d13d6:g:mpkAAOSw0l9a5sKs,https://i.ebayimg.com/thumbs/images/g/mpkAAOSw0l9a5sKs/s-l225.jpg
Matte Hard Rubberised Case for Macbook 13.3 inch Air + key skin + all in one,Rs. 790.00,ebay.in,https://www.ebay.in/itm/Matte-Hard-Rubberised-Case-for-Macbook-13-3-inch-Air-key-skin-all-in-one/292173182094?hash=item4406e0f48e:m:mTL7c67nVQqeG-5ygqum5xg,https://i.ebayimg.com/thumbs/images/m/mTL7c67nVQqeG-5ygqum5xg/s-l225.jpg
QNINE 2 Sets Replacement Screws with Screwdriver for Macbook Air 13 inch A1369 A,"Rs. 3,199.00",ebay.in,https://www.ebay.in/itm/QNINE-2-Sets-Replacement-Screws-with-Screwdriver-for-Macbook-Air-13-inch-A1369-A/323232797950?hash=item4b422d14fe:g:jYwAAOSwdbla5sKs,https://i.ebayimg.com/thumbs/images/g/jYwAAOSwdbla5sKs/s-l225.jpg
Wooden HardShell Protective Case For MacBook Air 13 (13.3 inch),Rs. 999.00,ebay.in,https://www.ebay.in/itm/Wooden-HardShell-Protective-Case-For-MacBook-Air-13-13-3-inch/173345248701?hash=item285c2e95bd:m:mnoejq3vSTKRTHoe0HHUYNw,https://i.ebayimg.com/thumbs/images/m/mnoejq3vSTKRTHoe0HHUYNw/s-l225.jpg
Jeans Cowboy Design Laptop For MacBook Air 13 Inch+ Keyboard+ Dust Plugs Purple,Rs. 990.00,ebay.in,https://www.ebay.in/itm/Jeans-Cowboy-Design-Laptop-For-MacBook-Air-13-Inch-Keyboard-Dust-Plugs-Purple/322682380981?hash=item4b215e62b5:g:OXwAAOSwjTlZhFnR,https://i.ebayimg.com/thumbs/images/g/OXwAAOSwjTlZhFnR/s-l225.jpg
Hungary Flag Design Laptop Cover For MacBook Air13 Iinch + Keyboard+ Dust Plugs,Rs. 990.00,ebay.in,https://www.ebay.in/itm/Hungary-Flag-Design-Laptop-Cover-For-MacBook-Air13-Iinch-Keyboard-Dust-Plugs/322682590114?hash=item4b216193a2:g:waQAAOSwVRNZhFlf,https://i.ebayimg.com/thumbs/images/g/waQAAOSwVRNZhFlf/s-l225.jpg
Britain Flag Design Laptop For MacBook Air13 Inch+ Keyboard+ Dust Plugs,Rs. 990.00,ebay.in,https://www.ebay.in/itm/Britain-Flag-Design-Laptop-For-MacBook-Air13-Inch-Keyboard-Dust-Plugs/322682590154?hash=item4b216193ca:g:zd8AAOSw2n5ZhFkA,https://i.ebayimg.com/thumbs/images/g/zd8AAOSw2n5ZhFkA/s-l225.jpg
Jeans Cowboy Design Laptop For MacBook Air13 Inch+ Keyboard+ DustPlugs Dark Blue,Rs. 990.00,ebay.in,https://www.ebay.in/itm/Jeans-Cowboy-Design-Laptop-For-MacBook-Air13-Inch-Keyboard-DustPlugs-Dark-Blue/232464299262?hash=item361ff3b4fe:g:sIMAAOSwmVBZhFnt,https://i.ebayimg.com/thumbs/images/g/sIMAAOSwmVBZhFnt/s-l225.jpg
Jeans Cowboy Design Laptop For MacBook Air 13 Inch+ Keyboard+ Dust Plugs Black,Rs. 990.00,ebay.in,https://www.ebay.in/itm/Jeans-Cowboy-Design-Laptop-For-MacBook-Air-13-Inch-Keyboard-Dust-Plugs-Black/232464299265?hash=item361ff3b501:g:o-wAAOSwvp5ZhFm1,https://i.ebayimg.com/thumbs/images/g/o-wAAOSwvp5ZhFm1/s-l225.jpg
Jeans Cowboy Design Laptop For MacBook Air13Inch+ Keyboard+ DustPlugs Light Blue,Rs. 990.00,ebay.in,https://www.ebay.in/itm/Jeans-Cowboy-Design-Laptop-For-MacBook-Air13Inch-Keyboard-DustPlugs-Light-Blue/322682380977?hash=item4b215e62b1:g:2R4AAOSwhURZhFoE,https://i.ebayimg.com/thumbs/images/g/2R4AAOSwhURZhFoE/s-l225.jpg
TPU Soft Silicone Keyboard Case Cover Protector For Apple Macbook Air 11.6 Inch,Rs. 150.00,ebay.in,https://www.ebay.in/itm/TPU-Soft-Silicone-Keyboard-Case-Cover-Protector-For-Apple-Macbook-Air-11-6-Inch/132633459056?hash=item1ee191f970:g:gVYAAOSwhHJbBVCr,https://i.ebayimg.com/thumbs/images/g/gVYAAOSwhHJbBVCr/s-l225.jpg
Grain Wood Design Laptop Case For MacBook Air13 Inch+ Keyboard+ Dust Plugs Black,Rs. 990.00,ebay.in,https://www.ebay.in/itm/Grain-Wood-Design-Laptop-Case-For-MacBook-Air13-Inch-Keyboard-Dust-Plugs-Black/322682590152?hash=item4b216193c8:g:PJMAAOSwJLJZhFkv,https://i.ebayimg.com/thumbs/images/g/PJMAAOSwJLJZhFkv/s-l225.jpg
Jeans Cowboy Design Laptop Case For MacBook Air13 Inch+ Keyboard+ Dust Plugs Red,Rs. 990.00,ebay.in,https://www.ebay.in/itm/Jeans-Cowboy-Design-Laptop-Case-For-MacBook-Air13-Inch-Keyboard-Dust-Plugs-Red/232464299261?hash=item361ff3b4fd:g:lNQAAOSws19ZhFmj,https://i.ebayimg.com/thumbs/images/g/lNQAAOSws19ZhFmj/s-l225.jpg
Australia Flag Design Laptop Cover For MacBook Air13 Inch+ Keyboard+ Dust Plugs,Rs. 990.00,ebay.in,https://www.ebay.in/itm/Australia-Flag-Design-Laptop-Cover-For-MacBook-Air13-Inch-Keyboard-Dust-Plugs/322682590131?hash=item4b216193b3:g:1LMAAOSw~epZhFjy,https://i.ebayimg.com/thumbs/images/g/1LMAAOSw~epZhFjy/s-l225.jpg
Silicone Anti-Dust Plug for Mac Book Air Laptop,Rs. 399.00,ebay.in,https://www.ebay.in/itm/Silicone-Anti-Dust-Plug-for-Mac-Book-Air-Laptop/152754990548?hash=item2390e82dd4:g:y8gAAOSwQS1Z7cQE,https://i.ebayimg.com/thumbs/images/g/y8gAAOSwQS1Z7cQE/s-l225.jpg
"INYES INYES I/O Board Flex Cable Audio Cable 821-1721 for MacBook Air 11"" A1465","Rs. 3,029.00",ebay.in,https://www.ebay.in/itm/INYES-INYES-I-O-Board-Flex-Cable-Audio-Cable-821-1721-for-MacBook-Air-11-A1465/322773799388?hash=item4b26d151dc:g:tWgAAOSwa8dZxjJk,https://i.ebayimg.com/thumbs/images/g/tWgAAOSwa8dZxjJk/s-l225.jpg
45W MS 2 Power Adapter for MacBook Air,"Rs. 2,199.00",ebay.in,https://www.ebay.in/itm/45W-MS-2-Power-Adapter-for-MacBook-Air/132637538123?hash=item1ee1d0374b:g:9nMAAOSwQz1bCVZr,https://i.ebayimg.com/thumbs/images/g/9nMAAOSwQz1bCVZr/s-l225.jpg
High Performance AC Adapter Charger For Apple Macbook Air 45W MagSafe2,"Rs. 2,099.00",ebay.in,https://www.ebay.in/itm/High-Performance-AC-Adapter-Charger-For-Apple-Macbook-Air-45W-MagSafe2/322574839842?hash=item4b1af57022:g:I2YAAOSwWxNYuryi,https://i.ebayimg.com/thumbs/images/g/I2YAAOSwWxNYuryi/s-l225.jpg
