product_name,price,source,product_url,image_url
East face plot 36&50 200 sq yards LRS full paid,Rs. 5800000,olx.in,https://www.olx.in/item/east-face-plot-36-50-200-sq-yards-lrs-full-paid-ID1miMnx.html#82a4aaf807,https://apollo-singapore.akamaized.net/v1/files/zo4tbbxxkn971-IN/image;s=144x108;in_;slot=1;filename=zo4tbbxxkn971-IN_.jpg
"5 months old Apple Iphone 7, 32 GB in an",Rs. 32000,olx.in,https://www.olx.in/item/5-months-old-apple-iphone-7-32-gb-in-an-ID1miMix.html#82a4aaf807,https://apollo-singapore.akamaized.net/v1/files/6tbj8xh0o6jx2-IN/image;s=144x108;in_;slot=1;filename=6tbj8xh0o6jx2-IN_.jpg
"Apple iPod touch 6th generation 16gb, 1 year old.",Rs. 18000,olx.in,https://www.olx.in/item/apple-ipod-touch-6th-generation-16gb-1-year-old-ID1miMhr.html#82a4aaf807,https://apollo-singapore.akamaized.net/v1/files/2ddjribkg1031-IN/image;s=144x108;in_;slot=1;filename=2ddjribkg1031-IN_.jpg
Apple I phone 7 10months used,Rs. 28000,olx.in,https://www.olx.in/item/apple-i-phone-7-10months-used-ID1miMgd.html#82a4aaf807,https://apollo-singapore.akamaized.net/v1/files/9pmy9g8y0slf3-IN/image;s=144x108;in_;slot=1;filename=9pmy9g8y0slf3-IN_.jpg
Apple iPhone 7 32gb brand new sealed pack at,Rs. 33001,olx.in,https://www.olx.in/item/apple-iphone-7-32gb-brand-new-sealed-pack-at-ID1miKND.html#82a4aaf807,https://apollo-singapore.akamaized.net/v1/files/189baqqaetzh2-IN/image;s=144x108;in_;slot=1;filename=189baqqaetzh2-IN_.jpg
Apple iPhone 6 16 GB in excellent condition at,Rs. 12500,olx.in,https://www.olx.in/item/apple-iphone-6-16-gb-in-excellent-condition-at-ID1miL3n.html#82a4aaf807,https://apollo-singapore.akamaized.net/v1/files/mpsoyf4u776o2-IN/image;s=144x108;in_;slot=1;filename=mpsoyf4u776o2-IN_.jpg
Iphone 7plus Jet Black 128gb With Apple Warranty,Rs. 47000,olx.in,https://www.olx.in/item/iphone-7plus-jet-black-128gb-with-apple-warranty-ID1miLY7.html#82a4aaf807,https://apollo-singapore.akamaized.net/v1/files/4ub0tbpexuvb3-IN/image;s=144x108;in_;slot=1;filename=4ub0tbpexuvb3-IN_.jpg
My Apple iPhone 6s 128 GB gold colour good,Rs. 17000,olx.in,https://www.olx.in/item/my-apple-iphone-6s-128-gb-gold-colour-good-ID1miLWj.html#82a4aaf807,https://apollo-singapore.akamaized.net/v1/files/4pqwz0vipayp3-IN/image;s=144x108;in_;slot=1;filename=4pqwz0vipayp3-IN_.jpg
Apple iphone 5s 16gb second hand set in excellent,Rs. 7800,olx.in,https://www.olx.in/item/apple-iphone-5s-16gb-second-hand-set-in-excellent-ID17kACR.html#bfa8b9c7d1,https://apollo-singapore.akamaized.net/v1/files/3r9025lckk813-IN/image;s=144x108;in_;slot=2;filename=3r9025lckk813-IN_.jpg
Apple iphone 7 matte black 1year used top,Rs. 23000,olx.in,https://www.olx.in/item/apple-iphone-7-matte-black-1year-used-top-ID1miLMN.html#bfa8b9c7d1,https://apollo-singapore.akamaized.net/v1/files/uu7udlufh7tv3-IN/image;s=144x108;in_;slot=2;filename=uu7udlufh7tv3-IN_.jpg
Apple Iphone 6 Gray and gold 64Gb Usa imported,Rs. 17000,olx.in,https://www.olx.in/item/apple-iphone-6-gray-and-gold-64gb-usa-imported-ID1miLq3.html#bfa8b9c7d1,https://apollo-singapore.akamaized.net/v1/files/r7pd8ux55b2w-IN/image;s=144x108;in_;slot=1;filename=r7pd8ux55b2w-IN_.jpg
