product_name,price,source,product_url,image_url
White Desktop Printer Hp Deskjet 2132,Rs. 1000,olx.in,https://www.olx.in/item/white-desktop-printer-hp-deskjet-2132-ID1mjCHB.html#13a6cf335c,https://apollo-singapore.akamaized.net/v1/files/q69g94rnljh41-IN/image;s=144x108;in_;slot=1;filename=q69g94rnljh41-IN_.jpg
HP all in one printer four years old.,Rs. 1500,olx.in,https://www.olx.in/item/hp-all-in-one-printer-four-years-old-ID1mjCBT.html#13a6cf335c,https://apollo-singapore.akamaized.net/v1/files/d1qbmkzkytg8-IN/image;s=144x108;in_;slot=1;filename=d1qbmkzkytg8-IN_.jpg
HP Slim Type Intel Core i3-5 Gen | 3 Hours Battey Back Up | 15.6 Led,Rs. 17999,olx.in,https://www.olx.in/item/hp-slim-type-intel-core-i3-5-gen-3-hours-battey-back-up-15-6-led-ID1mjCEf.html#13a6cf335c,https://apollo-singapore.akamaized.net/v1/files/b0hmmv4gea07-IN/image;s=144x108;in_;slot=1;filename=b0hmmv4gea07-IN_.jpg
HP Folio 9470m Core I5 3rd gen 4gb ram 320gb Hdd Web Cam in just 18500,Rs. 17500,olx.in,https://www.olx.in/item/hp-folio-9470m-core-i5-3rd-gen-4gb-ram-320gb-hdd-web-cam-in-just-18500-ID1gvFPR.html#13a6cf335c,https://apollo-singapore.akamaized.net/v1/files/bu4bjxi1tuge-IN/image;s=144x108;in_;slot=1;filename=bu4bjxi1tuge-IN_.jpg
HP 245 G5 laptop motherboard available in good,Rs. 2800,olx.in,https://www.olx.in/item/hp-245-g5-laptop-motherboard-available-in-good-ID1mjCrT.html#13a6cf335c,https://apollo-singapore.akamaized.net/v1/files/ecfv7egpzwg73-IN/image;s=144x108;in_;slot=1;filename=ecfv7egpzwg73-IN_.jpg
"Desktop PCs DDR2 HP Core2Duo Rs.6500..with 17"" lcd",Rs. 6500,olx.in,https://www.olx.in/item/desktop-pcs-ddr2-hp-core2duo-rs-6500-with-17-lcd-ID15tJ8h.html#13a6cf335c,https://apollo-singapore.akamaized.net/v1/files/eruwpvl3cbbf3-IN/image;s=144x108;in_;slot=1;filename=eruwpvl3cbbf3-IN_.jpg
"HP Branded - 4GB - 1TB HDD - 15.6"" LED Monitor- Rs.10500/-",Rs. 10500,olx.in,https://www.olx.in/item/hp-branded-4gb-1tb-hdd-15-6-led-monitor-rs-10500-ID1mjCuP.html#13a6cf335c,https://apollo-singapore.akamaized.net/v1/files/40p1pil3rx2q2-IN/image;s=144x108;in_;slot=1;filename=40p1pil3rx2q2-IN_.jpg
hp pavilion dv2700 laptop excellent condition,Rs. 10500,olx.in,https://www.olx.in/item/hp-pavilion-dv2700-laptop-excellent-condition-ID1mjCiX.html#13a6cf335c,https://apollo-singapore.akamaized.net/v1/files/yp4si0lbo6j13-IN/image;s=144x108;in_;slot=1;filename=yp4si0lbo6j13-IN_.jpg
HP 9470 Folio i5 3rd Gen. Slim Ultrabook 4gb Ram/320gb Hdd,Rs. 17000,olx.in,https://www.olx.in/item/hp-9470-folio-i5-3rd-gen-slim-ultrabook-4gb-ram-320gb-hdd-ID1gAGhb.html#13a6cf335c,https://apollo-singapore.akamaized.net/v1/files/plzphvvf5mj4-IN/image;s=144x108;in_;slot=1;filename=plzphvvf5mj4-IN_.jpg
Hp pavilion dv4 i3 2 gb ram 320 gb harddisk,Rs. 10000,olx.in,https://www.olx.in/item/hp-pavilion-dv4-i3-2-gb-ram-320-gb-harddisk-ID1mjCg7.html#13a6cf335c,https://apollo-singapore.akamaized.net/v1/files/2xx11r00tlw63-IN/image;s=144x108;in_;slot=1;filename=2xx11r00tlw63-IN_.jpg
"HP Envy laptop,8gb,1tb,i5,4gn,17 inch",Rs. 27000,olx.in,https://www.olx.in/item/hp-envy-laptop-8gb-1tb-i5-4gn-17-inch-ID1mjCeT.html#13a6cf335c,https://apollo-singapore.akamaized.net/v1/files/mbt55xgpaf8l-IN/image;s=144x108;in_;slot=1;filename=mbt55xgpaf8l-IN_.jpg
Grey HP 320 GB Flash Drive,Rs. 500,olx.in,https://www.olx.in/item/grey-hp-320-gb-flash-drive-ID1mjC7p.html#13a6cf335c,https://apollo-singapore.akamaized.net/v1/files/etgkx9f5govz-IN/image;s=144x108;in_;slot=1;filename=etgkx9f5govz-IN_.jpg
"branded HP Dual core Full Set Comptuer 17""Lcd one month Warranty 6200/",Rs. 6200,olx.in,https://www.olx.in/item/branded-hp-dual-core-full-set-comptuer-17-lcd-one-month-warranty-6200-ID18LmKf.html#13a6cf335c,https://apollo-singapore.akamaized.net/v1/files/h62a9s86y74v1-IN/image;s=144x108;in_;slot=1;filename=h62a9s86y74v1-IN_.jpg
Desktop cpu core2duo HP**DELL** in just rs.4499,Rs. 4499,olx.in,https://www.olx.in/item/desktop-cpu-core2duo-hpdell-in-just-rs-4499-ID1mjBTp.html#13a6cf335c,https://apollo-singapore.akamaized.net/v1/files/dsr76r23lm0w2-IN/image;s=144x108;in_;slot=1;filename=dsr76r23lm0w2-IN_.jpg
"HP Laptop 15-BS541TU, i3, 6th Gen, 1TB HDD, 4 GB Ram, Under Warranty",Rs. 29500,olx.in,https://www.olx.in/item/hp-laptop-15-bs541tu-i3-6th-gen-1tb-hdd-4-gb-ram-under-warranty-ID1mjBSr.html#13a6cf335c,https://apollo-singapore.akamaized.net/v1/files/38z2o7mxkmin1-IN/image;s=144x108;in_;slot=1;filename=38z2o7mxkmin1-IN_.jpg
"HP 630, 4gb ram, 320 GB hard disk, battery life",Rs. 7900,olx.in,https://www.olx.in/item/hp-630-4gb-ram-320-gb-hard-disk-battery-life-ID1mjBCR.html#13a6cf335c,https://apollo-singapore.akamaized.net/v1/files/k2hnqccpowj9-IN/image;s=144x108;in_;slot=1;filename=k2hnqccpowj9-IN_.jpg
Buy Hp Gaming Laptop Used (8GB Core _i35th Gen 2GB Graphics Redion new,Rs. 21999,olx.in,https://www.olx.in/item/buy-hp-gaming-laptop-used-8gb-core-i35th-gen-2gb-graphics-redion-new-ID1l9Aft.html#13a6cf335c,https://apollo-singapore.akamaized.net/v1/files/1zqlq8eku70s-IN/image;s=144x108;in_;slot=1;filename=1zqlq8eku70s-IN_.jpg
HP 2560p - CORE i5 FULL Fresh Condition NEW battery 4GB ram ONLY ONLY,Rs. 10888,olx.in,https://www.olx.in/item/hp-2560p-core-i5-full-fresh-condition-new-battery-4gb-ram-only-only-ID1mjBB1.html#13a6cf335c,https://apollo-singapore.akamaized.net/v1/files/rdbz34t1zdy32-IN/image;s=144x108;in_;slot=1;filename=rdbz34t1zdy32-IN_.jpg
HP folio 9470m,Rs. 22000,olx.in,https://www.olx.in/item/hp-folio-9470m-ID1mjBwr.html#13a6cf335c,https://apollo-singapore.akamaized.net/v1/files/yna15ftj2yml2-IN/image;s=144x108;in_;slot=1;filename=yna15ftj2yml2-IN_.jpg
HP ProbooK 5220m - Latest FULL NEW condition CORE i3,Rs. 8888,olx.in,https://www.olx.in/item/hp-probook-5220m-latest-full-new-condition-core-i3-ID1mjBwz.html#13a6cf335c,https://apollo-singapore.akamaized.net/v1/files/fxtpj38sg8od3-IN/image;s=144x108;in_;slot=1;filename=fxtpj38sg8od3-IN_.jpg
Variety of different types of models & brands**HP**DELL**LENOVO**,Rs. 14999,olx.in,https://www.olx.in/item/variety-of-different-types-of-models-brandshpdelllenovo-ID1mjBoT.html#13a6cf335c,https://apollo-singapore.akamaized.net/v1/files/9ouskg70o6fy2-IN/image;s=144x108;in_;slot=1;filename=9ouskg70o6fy2-IN_.jpg
Hp Monitor,Rs. 1500,olx.in,https://www.olx.in/item/hp-monitor-ID1mjBkH.html#13a6cf335c,https://apollo-singapore.akamaized.net/v1/files/ozw3wgi4398b2-IN/image;s=144x108;in_;slot=1;filename=ozw3wgi4398b2-IN_.jpg
Hp Z800 Workstation,Rs. 55500,olx.in,https://www.olx.in/item/hp-z800-workstation-ID1mjBi7.html#13a6cf335c,https://apollo-singapore.akamaized.net/v1/files/p9uzm3nqpcs3-IN/image;s=144x108;in_;slot=1;filename=p9uzm3nqpcs3-IN_.jpg
HP Core I3 2nd gen Cpu Ram 4gb Hdd 320gb dvd R.W One Month warranty,Rs. 8500,olx.in,https://www.olx.in/item/hp-core-i3-2nd-gen-cpu-ram-4gb-hdd-320gb-dvd-r-w-one-month-warranty-ID1iUrs7.html#13a6cf335c,https://apollo-singapore.akamaized.net/v1/files/fbqbmjcbl3g12-IN/image;s=144x108;in_;slot=1;filename=fbqbmjcbl3g12-IN_.jpg
HP G4 Dual Core | 2 Gb Ram | 320 Gb Hard Disk | 14 Inch Led (2 Numbers,Rs. 6500,olx.in,https://www.olx.in/item/hp-g4-dual-core-2-gb-ram-320-gb-hard-disk-14-inch-led-2-numbers-ID1mjBiB.html#13a6cf335c,https://apollo-singapore.akamaized.net/v1/files/u2si7o2gbr903-IN/image;s=144x108;in_;slot=1;filename=u2si7o2gbr903-IN_.jpg
callme 96888111o3 hp corei5 4gb ram 320gb hdd with warrenty,Rs. 12500,olx.in,https://www.olx.in/item/callme-96888111o3-hp-corei5-4gb-ram-320gb-hdd-with-warrenty-ID1mjBfn.html#13a6cf335c,https://apollo-singapore.akamaized.net/v1/files/1cbnmr94860z1-IN/image;s=144x108;in_;slot=1;filename=1cbnmr94860z1-IN_.jpg
HP Branded - CPU - Intel CORE i3 ((4th Gen)) ONLY Rs.11000/-,Rs. 11000,olx.in,https://www.olx.in/item/hp-branded-cpu-intel-core-i3-4th-gen-only-rs-11000-ID1mjBat.html#13a6cf335c,https://apollo-singapore.akamaized.net/v1/files/bwjysgvhv8ml1-IN/image;s=144x108;in_;slot=1;filename=bwjysgvhv8ml1-IN_.jpg
Black And Gray HP Laptop I7 PROCESSOR,Rs. 13299,olx.in,https://www.olx.in/item/black-and-gray-hp-laptop-i7-processor-ID1mjB6w.html#13a6cf335c,https://apollo-singapore.akamaized.net/v1/files/xx46aitweyle2-IN/image;s=144x108;in_;slot=1;filename=xx46aitweyle2-IN_.jpg
hp pavilion 4th gen core i5 4gb ram 1tb hard disk,Rs. 22000,olx.in,https://www.olx.in/item/hp-pavilion-4th-gen-core-i5-4gb-ram-1tb-hard-disk-ID1mjAH9.html#13a6cf335c,https://apollo-singapore.akamaized.net/v1/files/xzq0wmma10753-IN/image;s=144x108;in_;slot=1;filename=xzq0wmma10753-IN_.jpg
HP Probook Core I5 IIIrd gen 14.6INch Screen Laptop 4gb Ram 320gb Hdd,Rs. 14000,olx.in,https://www.olx.in/item/hp-probook-core-i5-iiird-gen-14-6inch-screen-laptop-4gb-ram-320gb-hdd-ID1jUKHj.html#13a6cf335c,https://apollo-singapore.akamaized.net/v1/files/j78r423adzmd3-IN/image;s=144x108;in_;slot=1;filename=j78r423adzmd3-IN_.jpg
"HP CORE i3 LAPTOP Rs.11500/- With 15.6"" Number pad FULL ON Condition",Rs. 11500,olx.in,https://www.olx.in/item/hp-core-i3-laptop-rs-11500-with-15-6-number-pad-full-on-condition-ID1mjAZP.html#13a6cf335c,https://apollo-singapore.akamaized.net/v1/files/7h83g82uc0yz1-IN/image;s=144x108;in_;slot=1;filename=7h83g82uc0yz1-IN_.jpg
Hp Probook 6460b intel i3 processor 320 gb HDD 8,Rs. 15000,olx.in,https://www.olx.in/item/hp-probook-6460b-intel-i3-processor-320-gb-hdd-8-ID1mjAXR.html#13a6cf335c,https://apollo-singapore.akamaized.net/v1/files/cbhla96ht9ms3-IN/image;s=144x108;in_;slot=1;filename=cbhla96ht9ms3-IN_.jpg
HP 820 LAPTOP - CORE i5 ((4th Generation)) 8GB ram - 500GB hdd,Rs. 15999,olx.in,https://www.olx.in/item/hp-820-laptop-core-i5-4th-generation-8gb-ram-500gb-hdd-ID1mjAWd.html#13a6cf335c,https://apollo-singapore.akamaized.net/v1/files/0ciqocto802m2-IN/image;s=144x108;in_;slot=1;filename=0ciqocto802m2-IN_.jpg
"HP - DC - 4GB - 500GB - 16"" LCD - Rs.8500/-",Rs. 8500,olx.in,https://www.olx.in/item/hp-dc-4gb-500gb-16-lcd-rs-8500-ID1mjASx.html#13a6cf335c,https://apollo-singapore.akamaized.net/v1/files/fr09gzuqt60c2-IN/image;s=144x108;in_;slot=1;filename=fr09gzuqt60c2-IN_.jpg
Selected corporate used laptops**DELL**HP**LENOVO**available,Rs. 12699,olx.in,https://www.olx.in/item/selected-corporate-used-laptopsdellhplenovoavailable-ID1mjAKL.html#13a6cf335c,https://apollo-singapore.akamaized.net/v1/files/71jui5poq4xl2-IN/image;s=144x108;in_;slot=1;filename=71jui5poq4xl2-IN_.jpg
