FABRINET(ISIN:KYG3323L1005)
FACT CORP. A(ISIN:US3030392001)
"FACTSET RESH SYS DL-,01(ISIN:US3030751057)"
"FAES FARMA INH. EO-,10(ISIN:ES0134950F36)"
FAGE DAIRY IND.05/15 REGS(ISIN:XS0210695150)
"FAIR ISAAC CORP. DL-,01(ISIN:US3032501047)"
Fair Litigation AG(ISIN:CH0032740596)
FAIRBORNE ENERGY LTD(ISIN:CA3036231023)
"FAIRCHILD CORP. A DL-,10(ISIN:US3036981047)"
FAIRCHILD SEMICO. DL-01(ISIN:US3037261035)
FAIRFAX FINL HLDGS SV(ISIN:CA3039011026)
FAIRFAX MED.GRP FIN.07/12(ISIN:XS0305837527)
FAIRFAX MEDIA LTD.(ISIN:AU000000FXJ5)
"FAIRPOINT COMMUNIC.DL-,01(ISIN:US3055601047)"
FAIVELEY TRANSPORT SA EO1(ISIN:FR0000053142)
Falcon Bond Fund EUR(ISIN:CH0000583531)
Falcon Gold Equity Fund(ISIN:CH0002783535)
FALCON MINLS LTD(ISIN:AU000000FCN1)
FALCON OIL + GAS(ISIN:CA3060711015)
"FALCONSTOR DL-,001(ISIN:US3061371007)"
FALK RENEWABLES SPA EO 1(ISIN:IT0003198790)
FALKENSTEIN NEBENWERTE(ISIN:DE0005752307)
FALKLD ISLANDS HLDG.LS-10(ISIN:GB0001861599)
"FALKLD OIL+GAS LS-,00002(ISIN:FK00B030JM18)"
Fallschirm Cap Zertifikat auf EURO STOXX 50(ISIN:DE000HV5AGW5)
Fallschirm Cap Zertifikat auf EURO STOXX 50(ISIN:DE000HV5CEG9)
Fallschirm Cap Zertifikat auf EURO STOXX 50(ISIN:DE000HV5A782)
Fallschirm Zertifikat auf Bric Basket(ISIN:DE000DB10X47)
Fallschirm Zertifikat auf EURO STOXX 50(ISIN:DE000HV5A303)
Fallschirm Zertifikat auf Türkischer Aktienko(ISIN:DE000DB10X88)
"FAMILY DOLLAR STS DL -,10(ISIN:US3070001090)"
FAMILYMART(ISIN:JP3802600001)
