ASTRA MICROWAVE PRODUCTS LIMITED (ISIN:INE386C01029)
BERGER PAINTS INDIA LIMITED (ISIN:INE463A01038)
Whatever Stock (ISIN:INE757A01017)
Company Name (ISIN:INE220B01022)
FORCE MOTORS LTD (ISIN:INE451A01017)
GATI LIMITED (ISIN:INE152B01027)
Billings Control Corp(ISIN:0)
WHALE CAPITAL MANAGEMENT INC.(ISIN:US0358140123)
Intel Corporation(ISIN:US4581401001)
DECATAL(ISIN:0)
E-ENERGY V.(ISIN:CA26842Y1025)
"Facebook, Inc.(ISIN:US30303M1027)"
Saint Lattreiss Equity Fund(ISIN:GB00B3KSRZ82)
THE ROYAL BANK OF SCOTLAND(ISIN:XS0356705219)
BMW Australia Finance Ltd.(ISIN:CH0031240127)
YORBEAU RES INC. A(ISIN:CA9861913023)
A+D PHARMA HOL.GDR REGS(ISIN:US0024812085)
A-POWER ENERGY GEN.SYS.(ISIN:VGG041361004)
A-Tec Industries AG(ISIN:AT0000A05CS2)
A-Tec Industries AG(ISIN:AT0000A0F795)
A-TEC INDUSTRIES AG INH.(ISIN:AT00000ATEC9)
A. Moksel AG(ISIN:DE0006622301)
A.A.A. AG Allgemeine Anlageverwaltung(ISIN:DE0007228009)
A.C.M. Innovations GmbH(ISIN:DE000A0Z1674)
DZ Bank AG(ISIN:DE000AK0E1V3)
DZ Bank AG(ISIN:DE000AK0E5E0)
BÖWE SYSTEC AG(ISIN:DE0005239701)
Bar Index-Zertifikat auf DAX(ISIN:DE000LBB0A31)
E-HOUSE CHINA HLDGS ADR(ISIN:US26852W1036)
C+C ENERGIA LTD(ISIN:CA12674A1075)
C+C ENERGIA LTD(ISIN:CA12674A1075)
"C+C GROUP PLC EO-,01(ISIN:IE00B010DT83)"
D AMICO INTL SHIP.SA EO1(ISIN:LU0290697514)
D AMICO INTL SHIP.SA EO1(ISIN:LU0290697514)
Durkopp Adler AG(ISIN:DE0006299001)
Durr AG(ISIN:DE0005565204)
"Apple, Inc.(ISIN:US0378331005)"
ABC COMMUNICATION(ISIN:ISIN BMG0030Z1095)
"E SOL INTL CORP. DL -,01(ISIN:US26916E1073)"
"E TRADE FINL NEW DL-,01(ISIN:US2692464017)"
E-COM.CN.DANG.CL.A.SP.ADR(ISIN:US26833A1051)
RAIFFEISEN INTERNATIONAL BANK(ISIN:ISIN PLBZ00000044)
e-m-s new media AG(ISIN:DE0005212807)
E-Mobility Zertifikat auf Aktien-Basket(ISIN:NL0009325216)
"E.BON HOLDINGS HD-,10(ISIN:KYG2917V1023)"
E.ON AG(ISIN:DE000ENAG999)
E.ON AG 08/12 MTN(ISIN:DE000A0L01E7)
E.ON AG 09/13 MTN(ISIN:XS0433796744)
E.ON AG O.N. ADR(ISIN:US2687801033)
E.ON INTL FIN. 02/12 MTN(ISIN:XS0148578692)
E.ON INTL FIN. 02/17 MTN(ISIN:XS0148579153)
E.ON INTL FIN. 02/32 MTN(ISIN:XS0148579666)
E.ON INTL FIN. 07/10 MTN(ISIN:CH0035907887)
E.ON INTL FIN. 07/12 MTN(ISIN:XS0322976415)
E.ON INTL FIN. 07/14 MTN(ISIN:CH0035907895)
E.ON INTL FIN. 07/17 MTN(ISIN:XS0322977223)
E.ON INTL FIN. 07/19 MTN(ISIN:XS0327443460)
FördeRelax-Garant Zertifikat auf Deutsche B&#(ISIN:DE000WLB3LE9)
F&C Asia Pacific Dynamic A(ISIN:LU0235504585)
F&C European Equity(ISIN:LU0153358667)
F&C European High Yield Bond(ISIN:LU0153358402)
F&C Global Emerging Markets Portfolio(ISIN:LU0153359632)
F&C HVB-Stiftungsfonds A auss.(ISIN:LU0132935627)
F&C Japanese Equity(ISIN:LU0153359129)
F&C North American Equity(ISIN:LU0153359392)
F&C Pacific Equity(ISIN:LU0153359475)
F+C COM.PRP.FIN.FLR 05/17(ISIN:XS0211994867)
F-SECURE OYJ(ISIN:FI0009801310)
F.A.M.E. AG(ISIN:DE000A0BVVK7)
F.C.C. CO. LTD(ISIN:JP3166900005)
F24 AG(ISIN:DE000A0F5WM7)
F5 NETWORKS INC. O.N.(ISIN:US3156161024)
Fabasoft AG(ISIN:AT0000785407)
"FABEGE AB SK 28,50(ISIN:SE0000950636)"
